name,type,value,date
Iraq,confirmed,1.0,2020-02-24
Iraq,confirmed,1.0,2020-02-25
Iraq,confirmed,5.0,2020-02-26
Israel,confirmed,0.0,2020-01-22
Israel,confirmed,0.0,2020-01-23
Israel,confirmed,0.0,2020-01-24
Israel,confirmed,0.0,2020-01-25
Israel,confirmed,0.0,2020-01-26
Israel,confirmed,0.0,2020-01-27
Israel,confirmed,0.0,2020-01-28
Israel,confirmed,0.0,2020-01-29
Israel,confirmed,0.0,2020-01-30
Israel,confirmed,0.0,2020-01-31
Israel,confirmed,0.0,2020-02-01
Israel,confirmed,0.0,2020-02-02
Israel,confirmed,0.0,2020-02-03
Israel,confirmed,0.0,2020-02-04
Israel,confirmed,0.0,2020-02-05
Israel,confirmed,0.0,2020-02-06
Israel,confirmed,0.0,2020-02-07
Israel,confirmed,0.0,2020-02-08
Israel,confirmed,0.0,2020-02-09
Israel,confirmed,0.0,2020-02-10
Israel,confirmed,0.0,2020-02-11
Israel,confirmed,0.0,2020-02-12
Israel,confirmed,0.0,2020-02-13
Israel,confirmed,0.0,2020-02-14
Israel,confirmed,0.0,2020-02-15
Israel,confirmed,0.0,2020-02-16
Israel,confirmed,0.0,2020-02-17
Israel,confirmed,0.0,2020-02-18
Israel,confirmed,0.0,2020-02-19
Israel,confirmed,0.0,2020-02-20
Israel,confirmed,1.0,2020-02-21
Israel,confirmed,1.0,2020-02-22
Israel,confirmed,1.0,2020-02-23
Israel,confirmed,1.0,2020-02-24
Israel,confirmed,1.0,2020-02-25
Israel,confirmed,2.0,2020-02-26
Italy,confirmed,0.0,2020-01-22
Italy,confirmed,0.0,2020-01-23
Italy,confirmed,0.0,2020-01-24
Italy,confirmed,0.0,2020-01-25
Italy,confirmed,0.0,2020-01-26
Italy,confirmed,0.0,2020-01-27
Italy,confirmed,0.0,2020-01-28
Italy,confirmed,0.0,2020-01-29
Italy,confirmed,0.0,2020-01-30
Italy,confirmed,2.0,2020-01-31
Italy,confirmed,2.0,2020-02-01
Italy,confirmed,2.0,2020-02-02
Italy,confirmed,2.0,2020-02-03
Italy,confirmed,2.0,2020-02-04
Italy,confirmed,2.0,2020-02-05
Italy,confirmed,2.0,2020-02-06
Italy,confirmed,3.0,2020-02-07
Italy,confirmed,3.0,2020-02-08
Italy,confirmed,3.0,2020-02-09
Italy,confirmed,3.0,2020-02-10
Italy,confirmed,3.0,2020-02-11
Italy,confirmed,3.0,2020-02-12
Italy,confirmed,3.0,2020-02-13
Italy,confirmed,3.0,2020-02-14
Italy,confirmed,3.0,2020-02-15
Italy,confirmed,3.0,2020-02-16
Italy,confirmed,3.0,2020-02-17
Italy,confirmed,3.0,2020-02-18
Italy,confirmed,3.0,2020-02-19
Italy,confirmed,3.0,2020-02-20
Italy,confirmed,21.0,2020-02-21
Italy,confirmed,65.0,2020-02-22
Italy,confirmed,160.0,2020-02-23
Italy,confirmed,237.0,2020-02-24
Italy,confirmed,333.0,2020-02-25
Italy,confirmed,468.0,2020-02-26
Japan,confirmed,2.0,2020-01-22
Japan,confirmed,1.0,2020-01-23
Japan,confirmed,2.0,2020-01-24
Japan,confirmed,2.0,2020-01-25
Japan,confirmed,5.0,2020-01-26
Japan,confirmed,5.0,2020-01-27
Japan,confirmed,8.0,2020-01-28
Japan,confirmed,8.0,2020-01-29
Japan,confirmed,12.0,2020-01-30
Japan,confirmed,16.0,2020-01-31
Japan,confirmed,21.0,2020-02-01
Japan,confirmed,21.0,2020-02-02
Japan,confirmed,21.0,2020-02-03
Japan,confirmed,23.0,2020-02-04
Japan,confirmed,23.0,2020-02-05
Japan,confirmed,46.0,2020-02-06
Japan,confirmed,26.0,2020-02-07
Japan,confirmed,26.0,2020-02-08
Japan,confirmed,27.0,2020-02-09
Japan,confirmed,30.0,2020-02-10
Japan,confirmed,35.0,2020-02-11
Japan,confirmed,37.0,2020-02-12
Japan,confirmed,38.0,2020-02-13
Japan,confirmed,39.0,2020-02-14
Japan,confirmed,56.0,2020-02-15
Japan,confirmed,72.0,2020-02-16
Japan,confirmed,79.0,2020-02-17
Japan,confirmed,88.0,2020-02-18
Japan,confirmed,103.0,2020-02-19
Japan,confirmed,113.0,2020-02-20
Japan,confirmed,128.0,2020-02-21
Japan,confirmed,145.0,2020-02-22
Japan,confirmed,170.0,2020-02-23
Japan,confirmed,182.0,2020-02-24
Japan,confirmed,193.0,2020-02-25
Japan,confirmed,213.0,2020-02-26
Kuwait,confirmed,0.0,2020-01-22
Kuwait,confirmed,0.0,2020-01-23
Kuwait,confirmed,0.0,2020-01-24
Kuwait,confirmed,0.0,2020-01-25
Kuwait,confirmed,0.0,2020-01-26
Kuwait,confirmed,0.0,2020-01-27
Kuwait,confirmed,0.0,2020-01-28
Kuwait,confirmed,0.0,2020-01-29
Kuwait,confirmed,0.0,2020-01-30
Kuwait,confirmed,0.0,2020-01-31
Kuwait,confirmed,0.0,2020-02-01
Kuwait,confirmed,0.0,2020-02-02
Kuwait,confirmed,0.0,2020-02-03
Kuwait,confirmed,0.0,2020-02-04
Kuwait,confirmed,0.0,2020-02-05
Kuwait,confirmed,0.0,2020-02-06
Kuwait,confirmed,0.0,2020-02-07
Kuwait,confirmed,0.0,2020-02-08
Kuwait,confirmed,0.0,2020-02-09
Kuwait,confirmed,0.0,2020-02-10
Kuwait,confirmed,0.0,2020-02-11
Kuwait,confirmed,0.0,2020-02-12
Kuwait,confirmed,0.0,2020-02-13
Kuwait,confirmed,0.0,2020-02-14
Kuwait,confirmed,0.0,2020-02-15
Kuwait,confirmed,0.0,2020-02-16
Kuwait,confirmed,0.0,2020-02-17
Kuwait,confirmed,0.0,2020-02-18
Kuwait,confirmed,0.0,2020-02-19
Kuwait,confirmed,0.0,2020-02-20
Kuwait,confirmed,0.0,2020-02-21
Kuwait,confirmed,0.0,2020-02-22
Kuwait,confirmed,0.0,2020-02-23
Kuwait,confirmed,1.0,2020-02-24
Kuwait,confirmed,11.0,2020-02-25
Kuwait,confirmed,26.0,2020-02-26
Lebanon,confirmed,0.0,2020-01-22
Lebanon,confirmed,0.0,2020-01-23
Lebanon,confirmed,0.0,2020-01-24
Lebanon,confirmed,0.0,2020-01-25
Lebanon,confirmed,0.0,2020-01-26
Lebanon,confirmed,0.0,2020-01-27
Lebanon,confirmed,0.0,2020-01-28
Lebanon,confirmed,0.0,2020-01-29
Lebanon,confirmed,0.0,2020-01-30
Lebanon,confirmed,0.0,2020-01-31
Lebanon,confirmed,0.0,2020-02-01
Lebanon,confirmed,0.0,2020-02-02
Lebanon,confirmed,0.0,2020-02-03
Lebanon,confirmed,0.0,2020-02-04
Lebanon,confirmed,0.0,2020-02-05
Lebanon,confirmed,0.0,2020-02-06
Lebanon,confirmed,0.0,2020-02-07
Lebanon,confirmed,0.0,2020-02-08
Lebanon,confirmed,0.0,2020-02-09
Lebanon,confirmed,0.0,2020-02-10
Lebanon,confirmed,0.0,2020-02-11
Lebanon,confirmed,0.0,2020-02-12
Lebanon,confirmed,0.0,2020-02-13
Lebanon,confirmed,0.0,2020-02-14
Lebanon,confirmed,0.0,2020-02-15
Lebanon,confirmed,0.0,2020-02-16
Lebanon,confirmed,0.0,2020-02-17
Lebanon,confirmed,0.0,2020-02-18
Lebanon,confirmed,0.0,2020-02-19
Lebanon,confirmed,0.0,2020-02-20
Lebanon,confirmed,1.0,2020-02-21
Lebanon,confirmed,1.0,2020-02-22
Lebanon,confirmed,1.0,2020-02-23
Lebanon,confirmed,1.0,2020-02-24
Lebanon,confirmed,1.0,2020-02-25
Lebanon,confirmed,2.0,2020-02-26
Malaysia,confirmed,0.0,2020-01-22
Malaysia,confirmed,0.0,2020-01-23
Malaysia,confirmed,0.0,2020-01-24
Malaysia,confirmed,3.0,2020-01-25
Malaysia,confirmed,4.0,2020-01-26
Malaysia,confirmed,4.0,2020-01-27
Malaysia,confirmed,4.0,2020-01-28
Malaysia,confirmed,7.0,2020-01-29
Malaysia,confirmed,8.0,2020-01-30
Malaysia,confirmed,8.0,2020-01-31
Malaysia,confirmed,8.0,2020-02-01
Malaysia,confirmed,8.0,2020-02-02
Malaysia,confirmed,8.0,2020-02-03
Malaysia,confirmed,10.0,2020-02-04
Malaysia,confirmed,12.0,2020-02-05
Malaysia,confirmed,12.0,2020-02-06
Malaysia,confirmed,13.0,2020-02-07
Malaysia,confirmed,17.0,2020-02-08
Malaysia,confirmed,17.0,2020-02-09
Malaysia,confirmed,19.0,2020-02-10
Malaysia,confirmed,21.0,2020-02-11
Malaysia,confirmed,21.0,2020-02-12
Malaysia,confirmed,22.0,2020-02-13
Malaysia,confirmed,22.0,2020-02-14
Malaysia,confirmed,29.0,2020-02-15
Malaysia,confirmed,29.0,2020-02-16
Malaysia,confirmed,29.0,2020-02-17
Malaysia,confirmed,35.0,2020-02-18
Malaysia,confirmed,37.0,2020-02-19
Malaysia,confirmed,37.0,2020-02-20
Malaysia,confirmed,37.0,2020-02-21
Malaysia,confirmed,37.0,2020-02-22
Malaysia,confirmed,37.0,2020-02-23
Malaysia,confirmed,40.0,2020-02-24
Malaysia,confirmed,40.0,2020-02-25
Malaysia,confirmed,40.0,2020-02-26
Nepal,confirmed,0.0,2020-01-22
Nepal,confirmed,0.0,2020-01-23
Nepal,confirmed,0.0,2020-01-24
Nepal,confirmed,1.0,2020-01-25
Nepal,confirmed,1.0,2020-01-26
Nepal,confirmed,1.0,2020-01-27
Nepal,confirmed,1.0,2020-01-28
Nepal,confirmed,1.0,2020-01-29
Nepal,confirmed,1.0,2020-01-30
Nepal,confirmed,1.0,2020-01-31
Nepal,confirmed,1.0,2020-02-01
Nepal,confirmed,1.0,2020-02-02
Nepal,confirmed,1.0,2020-02-03
Nepal,confirmed,1.0,2020-02-04
Nepal,confirmed,1.0,2020-02-05
Nepal,confirmed,1.0,2020-02-06
Nepal,confirmed,1.0,2020-02-07
Nepal,confirmed,1.0,2020-02-08
Nepal,confirmed,1.0,2020-02-09
Nepal,confirmed,1.0,2020-02-10
Nepal,confirmed,1.0,2020-02-11
Nepal,confirmed,2.0,2020-02-12
Nepal,confirmed,2.0,2020-02-13
Nepal,confirmed,2.0,2020-02-14
Nepal,confirmed,2.0,2020-02-15
Nepal,confirmed,2.0,2020-02-16
Nepal,confirmed,2.0,2020-02-17
Nepal,confirmed,2.0,2020-02-18
Nepal,confirmed,2.0,2020-02-19
Nepal,confirmed,2.0,2020-02-20
Nepal,confirmed,2.0,2020-02-21
Nepal,confirmed,2.0,2020-02-22
Nepal,confirmed,2.0,2020-02-23
Nepal,confirmed,2.0,2020-02-24
Nepal,confirmed,2.0,2020-02-25
Nepal,confirmed,2.0,2020-02-26
North Macedonia,confirmed,0.0,2020-01-22
North Macedonia,confirmed,0.0,2020-01-23
North Macedonia,confirmed,0.0,2020-01-24
North Macedonia,confirmed,0.0,2020-01-25
North Macedonia,confirmed,0.0,2020-01-26
North Macedonia,confirmed,0.0,2020-01-27
North Macedonia,confirmed,0.0,2020-01-28
North Macedonia,confirmed,0.0,2020-01-29
North Macedonia,confirmed,0.0,2020-01-30
North Macedonia,confirmed,0.0,2020-01-31
North Macedonia,confirmed,0.0,2020-02-01
North Macedonia,confirmed,0.0,2020-02-02
North Macedonia,confirmed,0.0,2020-02-03
North Macedonia,confirmed,0.0,2020-02-04
North Macedonia,confirmed,0.0,2020-02-05
North Macedonia,confirmed,0.0,2020-02-06
North Macedonia,confirmed,0.0,2020-02-07
North Macedonia,confirmed,0.0,2020-02-08
North Macedonia,confirmed,0.0,2020-02-09
North Macedonia,confirmed,0.0,2020-02-10
North Macedonia,confirmed,0.0,2020-02-11
North Macedonia,confirmed,0.0,2020-02-12
North Macedonia,confirmed,0.0,2020-02-13
North Macedonia,confirmed,0.0,2020-02-14
North Macedonia,confirmed,0.0,2020-02-15
North Macedonia,confirmed,0.0,2020-02-16
North Macedonia,confirmed,0.0,2020-02-17
North Macedonia,confirmed,0.0,2020-02-18
North Macedonia,confirmed,0.0,2020-02-19
North Macedonia,confirmed,0.0,2020-02-20
North Macedonia,confirmed,0.0,2020-02-21
North Macedonia,confirmed,0.0,2020-02-22
North Macedonia,confirmed,0.0,2020-02-23
North Macedonia,confirmed,0.0,2020-02-24
North Macedonia,confirmed,0.0,2020-02-25
North Macedonia,confirmed,1.0,2020-02-26
Norway,confirmed,0.0,2020-01-22
Norway,confirmed,0.0,2020-01-23
Norway,confirmed,0.0,2020-01-24
Norway,confirmed,0.0,2020-01-25
Norway,confirmed,0.0,2020-01-26
Norway,confirmed,0.0,2020-01-27
Norway,confirmed,0.0,2020-01-28
Norway,confirmed,0.0,2020-01-29
Norway,confirmed,0.0,2020-01-30
Norway,confirmed,0.0,2020-01-31
Norway,confirmed,0.0,2020-02-01
Norway,confirmed,0.0,2020-02-02
Norway,confirmed,0.0,2020-02-03
Norway,confirmed,0.0,2020-02-04
Norway,confirmed,0.0,2020-02-05
Norway,confirmed,0.0,2020-02-06
Norway,confirmed,0.0,2020-02-07
Norway,confirmed,0.0,2020-02-08
Norway,confirmed,0.0,2020-02-09
Norway,confirmed,0.0,2020-02-10
Norway,confirmed,0.0,2020-02-11
Norway,confirmed,0.0,2020-02-12
Norway,confirmed,0.0,2020-02-13
Norway,confirmed,0.0,2020-02-14
Norway,confirmed,0.0,2020-02-15
Norway,confirmed,0.0,2020-02-16
Norway,confirmed,0.0,2020-02-17
Norway,confirmed,0.0,2020-02-18
Norway,confirmed,0.0,2020-02-19
Norway,confirmed,0.0,2020-02-20
Norway,confirmed,0.0,2020-02-21
Norway,confirmed,0.0,2020-02-22
Norway,confirmed,0.0,2020-02-23
Norway,confirmed,0.0,2020-02-24
Norway,confirmed,0.0,2020-02-25
Norway,confirmed,1.0,2020-02-26
Oman,confirmed,0.0,2020-01-22
Oman,confirmed,0.0,2020-01-23
Oman,confirmed,0.0,2020-01-24
Oman,confirmed,0.0,2020-01-25
Oman,confirmed,0.0,2020-01-26
Oman,confirmed,0.0,2020-01-27
Oman,confirmed,0.0,2020-01-28
Oman,confirmed,0.0,2020-01-29
Oman,confirmed,0.0,2020-01-30
Oman,confirmed,0.0,2020-01-31
Oman,confirmed,0.0,2020-02-01
Oman,confirmed,0.0,2020-02-02
Oman,confirmed,0.0,2020-02-03
Oman,confirmed,0.0,2020-02-04
Oman,confirmed,0.0,2020-02-05
Oman,confirmed,0.0,2020-02-06
Oman,confirmed,0.0,2020-02-07
Oman,confirmed,0.0,2020-02-08
Oman,confirmed,0.0,2020-02-09
Oman,confirmed,0.0,2020-02-10
Oman,confirmed,0.0,2020-02-11
Oman,confirmed,0.0,2020-02-12
Oman,confirmed,0.0,2020-02-13
Oman,confirmed,0.0,2020-02-14
Oman,confirmed,0.0,2020-02-15
Oman,confirmed,0.0,2020-02-16
Oman,confirmed,0.0,2020-02-17
Oman,confirmed,0.0,2020-02-18
Oman,confirmed,0.0,2020-02-19
Oman,confirmed,0.0,2020-02-20
Oman,confirmed,0.0,2020-02-21
Oman,confirmed,0.0,2020-02-22
Oman,confirmed,0.0,2020-02-23
Oman,confirmed,2.0,2020-02-24
Oman,confirmed,2.0,2020-02-25
Oman,confirmed,4.0,2020-02-26
Diamond Princess cruise ship,confirmed,0.0,2020-01-22
Diamond Princess cruise ship,confirmed,0.0,2020-01-23
Diamond Princess cruise ship,confirmed,0.0,2020-01-24
Diamond Princess cruise ship,confirmed,0.0,2020-01-25
Diamond Princess cruise ship,confirmed,0.0,2020-01-26
Diamond Princess cruise ship,confirmed,0.0,2020-01-27
Diamond Princess cruise ship,confirmed,0.0,2020-01-28
Diamond Princess cruise ship,confirmed,0.0,2020-01-29
Diamond Princess cruise ship,confirmed,0.0,2020-01-30
Diamond Princess cruise ship,confirmed,0.0,2020-01-31
Diamond Princess cruise ship,confirmed,0.0,2020-02-01
Diamond Princess cruise ship,confirmed,0.0,2020-02-02
Diamond Princess cruise ship,confirmed,0.0,2020-02-03
Diamond Princess cruise ship,confirmed,0.0,2020-02-04
Diamond Princess cruise ship,confirmed,0.0,2020-02-05
Diamond Princess cruise ship,confirmed,0.0,2020-02-06
Diamond Princess cruise ship,confirmed,61.0,2020-02-07
Diamond Princess cruise ship,confirmed,61.0,2020-02-08
Diamond Princess cruise ship,confirmed,64.0,2020-02-09
Diamond Princess cruise ship,confirmed,135.0,2020-02-10
Diamond Princess cruise ship,confirmed,135.0,2020-02-11
Diamond Princess cruise ship,confirmed,175.0,2020-02-12
Diamond Princess cruise ship,confirmed,175.0,2020-02-13
Diamond Princess cruise ship,confirmed,218.0,2020-02-14
Diamond Princess cruise ship,confirmed,285.0,2020-02-15
Diamond Princess cruise ship,confirmed,355.0,2020-02-16
Diamond Princess cruise ship,confirmed,454.0,2020-02-17
Diamond Princess cruise ship,confirmed,542.0,2020-02-18
Diamond Princess cruise ship,confirmed,622.0,2020-02-19
Diamond Princess cruise ship,confirmed,637.0,2020-02-20
Diamond Princess cruise ship,confirmed,637.0,2020-02-21
Diamond Princess cruise ship,confirmed,637.0,2020-02-22
Diamond Princess cruise ship,confirmed,694.0,2020-02-23
Diamond Princess cruise ship,confirmed,694.0,2020-02-24
Diamond Princess cruise ship,confirmed,694.0,2020-02-25
Diamond Princess cruise ship,confirmed,719.0,2020-02-26
Pakistan,confirmed,0.0,2020-01-22
Pakistan,confirmed,0.0,2020-01-23
Pakistan,confirmed,0.0,2020-01-24
Pakistan,confirmed,0.0,2020-01-25
Pakistan,confirmed,0.0,2020-01-26
Pakistan,confirmed,0.0,2020-01-27
Pakistan,confirmed,0.0,2020-01-28
Pakistan,confirmed,0.0,2020-01-29
Pakistan,confirmed,0.0,2020-01-30
Pakistan,confirmed,0.0,2020-01-31
Pakistan,confirmed,0.0,2020-02-01
Pakistan,confirmed,0.0,2020-02-02
Pakistan,confirmed,0.0,2020-02-03
Pakistan,confirmed,0.0,2020-02-04
Pakistan,confirmed,0.0,2020-02-05
Pakistan,confirmed,0.0,2020-02-06
Pakistan,confirmed,0.0,2020-02-07
Pakistan,confirmed,0.0,2020-02-08
Pakistan,confirmed,0.0,2020-02-09
Pakistan,confirmed,0.0,2020-02-10
Pakistan,confirmed,0.0,2020-02-11
Pakistan,confirmed,0.0,2020-02-12
Pakistan,confirmed,0.0,2020-02-13
Pakistan,confirmed,0.0,2020-02-14
Pakistan,confirmed,0.0,2020-02-15
Pakistan,confirmed,0.0,2020-02-16
Pakistan,confirmed,0.0,2020-02-17
Pakistan,confirmed,0.0,2020-02-18
Pakistan,confirmed,0.0,2020-02-19
Pakistan,confirmed,0.0,2020-02-20
Pakistan,confirmed,0.0,2020-02-21
Pakistan,confirmed,0.0,2020-02-22
Pakistan,confirmed,0.0,2020-02-23
Pakistan,confirmed,0.0,2020-02-24
Pakistan,confirmed,0.0,2020-02-25
Pakistan,confirmed,2.0,2020-02-26
Philippines,confirmed,0.0,2020-01-22
Philippines,confirmed,0.0,2020-01-23
Philippines,confirmed,0.0,2020-01-24
Philippines,confirmed,0.0,2020-01-25
Philippines,confirmed,0.0,2020-01-26
Philippines,confirmed,0.0,2020-01-27
Philippines,confirmed,0.0,2020-01-28
Philippines,confirmed,0.0,2020-01-29
Philippines,confirmed,1.0,2020-01-30
Philippines,confirmed,1.0,2020-01-31
Philippines,confirmed,1.0,2020-02-01
Philippines,confirmed,3.0,2020-02-02
Philippines,confirmed,3.0,2020-02-03
Philippines,confirmed,3.0,2020-02-04
Philippines,confirmed,3.0,2020-02-05
Philippines,confirmed,3.0,2020-02-06
Philippines,confirmed,4.0,2020-02-07
Philippines,confirmed,4.0,2020-02-08
Philippines,confirmed,4.0,2020-02-09
Philippines,confirmed,4.0,2020-02-10
Philippines,confirmed,4.0,2020-02-11
Philippines,confirmed,5.0,2020-02-12
Philippines,confirmed,5.0,2020-02-13
Philippines,confirmed,5.0,2020-02-14
Philippines,confirmed,5.0,2020-02-15
Philippines,confirmed,5.0,2020-02-16
Philippines,confirmed,5.0,2020-02-17
Philippines,confirmed,5.0,2020-02-18
Philippines,confirmed,5.0,2020-02-19
Philippines,confirmed,5.0,2020-02-20
Philippines,confirmed,5.0,2020-02-21
Philippines,confirmed,5.0,2020-02-22
Philippines,confirmed,5.0,2020-02-23
Philippines,confirmed,5.0,2020-02-24
Philippines,confirmed,5.0,2020-02-25
Philippines,confirmed,5.0,2020-02-26
Romania,confirmed,0.0,2020-01-22
Romania,confirmed,0.0,2020-01-23
Romania,confirmed,0.0,2020-01-24
Romania,confirmed,0.0,2020-01-25
Romania,confirmed,0.0,2020-01-26
Romania,confirmed,0.0,2020-01-27
Romania,confirmed,0.0,2020-01-28
Romania,confirmed,0.0,2020-01-29
Romania,confirmed,0.0,2020-01-30
Romania,confirmed,0.0,2020-01-31
Romania,confirmed,0.0,2020-02-01
Romania,confirmed,0.0,2020-02-02
Romania,confirmed,0.0,2020-02-03
Romania,confirmed,0.0,2020-02-04
Romania,confirmed,0.0,2020-02-05
Romania,confirmed,0.0,2020-02-06
Romania,confirmed,0.0,2020-02-07
Romania,confirmed,0.0,2020-02-08
Romania,confirmed,0.0,2020-02-09
Romania,confirmed,0.0,2020-02-10
Romania,confirmed,0.0,2020-02-11
Romania,confirmed,0.0,2020-02-12
Romania,confirmed,0.0,2020-02-13
Romania,confirmed,0.0,2020-02-14
Romania,confirmed,0.0,2020-02-15
Romania,confirmed,0.0,2020-02-16
Romania,confirmed,0.0,2020-02-17
Romania,confirmed,0.0,2020-02-18
Romania,confirmed,0.0,2020-02-19
Romania,confirmed,0.0,2020-02-20
Romania,confirmed,0.0,2020-02-21
Romania,confirmed,0.0,2020-02-22
Romania,confirmed,0.0,2020-02-23
Romania,confirmed,0.0,2020-02-24
Romania,confirmed,0.0,2020-02-25
Romania,confirmed,1.0,2020-02-26
Russia,confirmed,0.0,2020-01-22
Russia,confirmed,0.0,2020-01-23
Russia,confirmed,0.0,2020-01-24
Russia,confirmed,0.0,2020-01-25
Russia,confirmed,0.0,2020-01-26
Russia,confirmed,0.0,2020-01-27
Russia,confirmed,0.0,2020-01-28
Russia,confirmed,0.0,2020-01-29
Russia,confirmed,0.0,2020-01-30
Russia,confirmed,2.0,2020-01-31
Russia,confirmed,2.0,2020-02-01
Russia,confirmed,2.0,2020-02-02
Russia,confirmed,2.0,2020-02-03
Russia,confirmed,2.0,2020-02-04
Russia,confirmed,2.0,2020-02-05
Russia,confirmed,2.0,2020-02-06
Russia,confirmed,2.0,2020-02-07
Russia,confirmed,2.0,2020-02-08
Russia,confirmed,2.0,2020-02-09
Russia,confirmed,2.0,2020-02-10
Russia,confirmed,2.0,2020-02-11
Russia,confirmed,4.0,2020-02-12
Russia,confirmed,4.0,2020-02-13
Russia,confirmed,4.0,2020-02-14
Russia,confirmed,4.0,2020-02-15
Russia,confirmed,4.0,2020-02-16
Russia,confirmed,4.0,2020-02-17
Russia,confirmed,4.0,2020-02-18
Russia,confirmed,4.0,2020-02-19
Russia,confirmed,4.0,2020-02-20
Russia,confirmed,4.0,2020-02-21
Russia,confirmed,4.0,2020-02-22
Russia,confirmed,4.0,2020-02-23
Russia,confirmed,4.0,2020-02-24
Russia,confirmed,4.0,2020-02-25
Russia,confirmed,4.0,2020-02-26
Singapore,confirmed,0.0,2020-01-22
Singapore,confirmed,1.0,2020-01-23
Singapore,confirmed,3.0,2020-01-24
Singapore,confirmed,3.0,2020-01-25
Singapore,confirmed,4.0,2020-01-26
Singapore,confirmed,5.0,2020-01-27
Singapore,confirmed,7.0,2020-01-28
Singapore,confirmed,7.0,2020-01-29
Singapore,confirmed,10.0,2020-01-30
Singapore,confirmed,13.0,2020-01-31
Singapore,confirmed,16.0,2020-02-01
Singapore,confirmed,18.0,2020-02-02
Singapore,confirmed,18.0,2020-02-03
Singapore,confirmed,24.0,2020-02-04
Singapore,confirmed,28.0,2020-02-05
Singapore,confirmed,28.0,2020-02-06
Singapore,confirmed,30.0,2020-02-07
Singapore,confirmed,35.0,2020-02-08
Singapore,confirmed,42.0,2020-02-09
Singapore,confirmed,47.0,2020-02-10
Singapore,confirmed,56.0,2020-02-11
Singapore,confirmed,65.0,2020-02-12
Singapore,confirmed,73.0,2020-02-13
Singapore,confirmed,84.0,2020-02-14
Singapore,confirmed,90.0,2020-02-15
Singapore,confirmed,93.0,2020-02-16
Singapore,confirmed,101.0,2020-02-17
Singapore,confirmed,110.0,2020-02-18
Singapore,confirmed,118.0,2020-02-19
Singapore,confirmed,118.0,2020-02-20
Singapore,confirmed,122.0,2020-02-21
Singapore,confirmed,122.0,2020-02-22
Singapore,confirmed,140.0,2020-02-23
Singapore,confirmed,140.0,2020-02-24
Singapore,confirmed,144.0,2020-02-25
Singapore,confirmed,155.0,2020-02-26
South Korea,confirmed,1.0,2020-01-22
South Korea,confirmed,1.0,2020-01-23
South Korea,confirmed,2.0,2020-01-24
South Korea,confirmed,2.0,2020-01-25
South Korea,confirmed,3.0,2020-01-26
South Korea,confirmed,4.0,2020-01-27
South Korea,confirmed,4.0,2020-01-28
South Korea,confirmed,4.0,2020-01-29
South Korea,confirmed,4.0,2020-01-30
South Korea,confirmed,11.0,2020-01-31
South Korea,confirmed,12.0,2020-02-01
South Korea,confirmed,15.0,2020-02-02
South Korea,confirmed,15.0,2020-02-03
South Korea,confirmed,16.0,2020-02-04
South Korea,confirmed,19.0,2020-02-05
South Korea,confirmed,23.0,2020-02-06
South Korea,confirmed,25.0,2020-02-07
South Korea,confirmed,25.0,2020-02-08
South Korea,confirmed,28.0,2020-02-09
South Korea,confirmed,30.0,2020-02-10
South Korea,confirmed,31.0,2020-02-11
South Korea,confirmed,35.0,2020-02-12
South Korea,confirmed,35.0,2020-02-13
South Korea,confirmed,35.0,2020-02-14
South Korea,confirmed,37.0,2020-02-15
South Korea,confirmed,38.0,2020-02-16
South Korea,confirmed,40.0,2020-02-17
South Korea,confirmed,43.0,2020-02-18
South Korea,confirmed,43.0,2020-02-19
South Korea,confirmed,121.0,2020-02-20
South Korea,confirmed,222.0,2020-02-21
South Korea,confirmed,451.0,2020-02-22
South Korea,confirmed,626.0,2020-02-23
South Korea,confirmed,859.0,2020-02-24
South Korea,confirmed,1009.0,2020-02-25
South Korea,confirmed,1295.0,2020-02-26
Spain,confirmed,0.0,2020-01-22
Spain,confirmed,0.0,2020-01-23
Spain,confirmed,0.0,2020-01-24
Spain,confirmed,0.0,2020-01-25
Spain,confirmed,0.0,2020-01-26
Spain,confirmed,0.0,2020-01-27
Spain,confirmed,0.0,2020-01-28
Spain,confirmed,0.0,2020-01-29
Spain,confirmed,0.0,2020-01-30
Spain,confirmed,0.0,2020-01-31
Spain,confirmed,1.0,2020-02-01
Spain,confirmed,1.0,2020-02-02
Spain,confirmed,1.0,2020-02-03
Spain,confirmed,1.0,2020-02-04
Spain,confirmed,1.0,2020-02-05
Spain,confirmed,1.0,2020-02-06
Spain,confirmed,1.0,2020-02-07
Spain,confirmed,1.0,2020-02-08
Spain,confirmed,2.0,2020-02-09
Spain,confirmed,2.0,2020-02-10
Spain,confirmed,2.0,2020-02-11
Spain,confirmed,2.0,2020-02-12
Spain,confirmed,2.0,2020-02-13
Spain,confirmed,2.0,2020-02-14
Spain,confirmed,4.0,2020-02-15
Spain,confirmed,4.0,2020-02-16
Spain,confirmed,4.0,2020-02-17
Spain,confirmed,4.0,2020-02-18
Spain,confirmed,4.0,2020-02-19
Spain,confirmed,4.0,2020-02-20
Spain,confirmed,4.0,2020-02-21
Spain,confirmed,4.0,2020-02-22
Spain,confirmed,4.0,2020-02-23
Spain,confirmed,4.0,2020-02-24
Spain,confirmed,8.0,2020-02-25
Spain,confirmed,15.0,2020-02-26
Sri Lanka,confirmed,0.0,2020-01-22
Sri Lanka,confirmed,0.0,2020-01-23
Sri Lanka,confirmed,0.0,2020-01-24
Sri Lanka,confirmed,0.0,2020-01-25
