name,type,value,date
新疆,治愈率,5.084745762711864,2020-02-11
江苏,治愈率,19.521178637200737,2020-02-11
江西,治愈率,18.009478672985782,2020-02-11
河北,治愈率,19.52191235059761,2020-02-11
河南,治愈率,20.52863436123348,2020-02-11
浙江,治愈率,24.6684350132626,2020-02-11
海南,治愈率,13.245033112582782,2020-02-11
湖北,治愈率,7.909248936042678,2020-02-11
湖南,治愈率,27.801268498942918,2020-02-11
澳门,治愈率,10.0,2020-02-11
甘肃,治愈率,27.906976744186046,2020-02-11
福建,治愈率,16.91176470588235,2020-02-11
西藏,治愈率,0.0,2020-02-11
贵州,治愈率,12.977099236641221,2020-02-11
辽宁,治愈率,16.379310344827587,2020-02-11
重庆,治愈率,15.643564356435643,2020-02-11
陕西,治愈率,16.0,2020-02-11
青海,治愈率,27.77777777777778,2020-02-11
香港,治愈率,0.0,2020-02-11
黑龙江,治愈率,7.407407407407407,2020-02-11
上海,治愈率,18.210862619808307,2020-02-12
云南,治愈率,16.129032258064516,2020-02-12
全国,治愈率,9.936041948466176,2020-02-12
内蒙古,治愈率,9.836065573770492,2020-02-12
北京,治愈率,18.579234972677597,2020-02-12
台湾,治愈率,5.555555555555555,2020-02-12
吉林,治愈率,26.19047619047619,2020-02-12
四川,治愈率,21.286031042128602,2020-02-12
天津,治愈率,9.734513274336283,2020-02-12
宁夏,治愈率,37.5,2020-02-12
安徽,治愈率,14.835164835164836,2020-02-12
山东,治愈率,20.35573122529644,2020-02-12
山西,治愈率,26.19047619047619,2020-02-12
广东,治愈率,23.28767123287671,2020-02-12
广西,治愈率,14.864864864864865,2020-02-12
新疆,治愈率,4.761904761904762,2020-02-12
江苏,治愈率,22.982456140350877,2020-02-12
江西,治愈率,19.495412844036696,2020-02-12
河北,治愈率,21.132075471698112,2020-02-12
河南,治愈率,22.412318220701454,2020-02-12
浙江,治愈率,28.558951965065503,2020-02-12
海南,治愈率,17.197452229299362,2020-02-12
湖北,治愈率,7.138115587271294,2020-02-12
湖南,治愈率,32.43801652892562,2020-02-12
澳门,治愈率,20.0,2020-02-12
甘肃,治愈率,35.632183908045974,2020-02-12
福建,治愈率,19.35483870967742,2020-02-12
西藏,治愈率,100.0,2020-02-12
贵州,治愈率,14.814814814814815,2020-02-12
辽宁,治愈率,18.103448275862068,2020-02-12
重庆,治愈率,19.69111969111969,2020-02-12
陕西,治愈率,19.213973799126638,2020-02-12
青海,治愈率,50.0,2020-02-12
香港,治愈率,2.0,2020-02-12
黑龙江,治愈率,7.848101265822785,2020-02-12
上海,治愈率,19.49685534591195,2020-02-13
云南,治愈率,16.666666666666668,2020-02-13
全国,治愈率,10.53825337483771,2020-02-13
内蒙古,治愈率,9.23076923076923,2020-02-13
北京,治愈率,18.852459016393443,2020-02-13
台湾,治愈率,11.11111111111111,2020-02-13
吉林,治愈率,29.069767441860463,2020-02-13
四川,治愈率,22.67818574514039,2020-02-13
天津,治愈率,20.168067226890756,2020-02-13
宁夏,治愈率,35.82089552238806,2020-02-13
安徽,治愈率,17.77301927194861,2020-02-13
山东,治愈率,21.387283236994218,2020-02-13
山西,治愈率,28.571428571428573,2020-02-13
广东,治愈率,26.48691514670896,2020-02-13
广西,治愈率,15.486725663716815,2020-02-13
新疆,治愈率,9.23076923076923,2020-02-13
江苏,治愈率,23.777403035413155,2020-02-13
江西,治愈率,20.77777777777778,2020-02-13
河北,治愈率,24.73498233215548,2020-02-13
河南,治愈率,26.68918918918919,2020-02-13
浙江,治愈率,31.774891774891774,2020-02-13
海南,治愈率,18.9873417721519,2020-02-13
湖北,治愈率,7.428923171623129,2020-02-13
湖南,治愈率,35.62753036437247,2020-02-13
澳门,治愈率,30.0,2020-02-13
甘肃,治愈率,43.333333333333336,2020-02-13
福建,治愈率,20.99644128113879,2020-02-13
西藏,治愈率,100.0,2020-02-13
贵州,治愈率,20.0,2020-02-13
辽宁,治愈率,20.512820512820515,2020-02-13
重庆,治愈率,24.196597353497165,2020-02-13
陕西,治愈率,21.304347826086957,2020-02-13
青海,治愈率,61.111111111111114,2020-02-13
香港,治愈率,1.8867924528301887,2020-02-13
黑龙江,治愈率,8.851674641148325,2020-02-13
上海,治愈率,27.607361963190183,2020-02-14
云南,治愈率,20.833333333333332,2020-02-14
全国,治愈率,12.162405743984138,2020-02-14
内蒙古,治愈率,8.823529411764707,2020-02-14
北京,治愈率,25.866666666666667,2020-02-14
台湾,治愈率,5.555555555555555,2020-02-14
吉林,治愈率,28.40909090909091,2020-02-14
四川,治愈率,24.46808510638298,2020-02-14
天津,治愈率,26.666666666666668,2020-02-14
宁夏,治愈率,38.57142857142857,2020-02-14
安徽,治愈率,20.842105263157894,2020-02-14
山东,治愈率,26.22641509433962,2020-02-14
山西,治愈率,29.921259842519685,2020-02-14
广东,治愈率,29.82998454404946,2020-02-14
广西,治愈率,17.02127659574468,2020-02-14
新疆,治愈率,8.571428571428571,2020-02-14
江苏,治愈率,26.490066225165563,2020-02-14
江西,治愈率,23.001095290251918,2020-02-14
河北,治愈率,29.553264604810998,2020-02-14
河南,治愈率,29.372937293729372,2020-02-14
浙江,治愈率,35.197934595524956,2020-02-14
海南,治愈率,23.45679012345679,2020-02-14
湖北,治愈率,8.774767488879903,2020-02-14
湖南,治愈率,38.86113886113886,2020-02-14
澳门,治愈率,30.0,2020-02-14
甘肃,治愈率,48.888888888888886,2020-02-14
福建,治愈率,23.157894736842106,2020-02-14
西藏,治愈率,100.0,2020-02-14
贵州,治愈率,23.076923076923077,2020-02-14
辽宁,治愈率,24.369747899159663,2020-02-14
重庆,治愈率,28.30540037243948,2020-02-14
陕西,治愈率,21.304347826086957,2020-02-14
青海,治愈率,61.111111111111114,2020-02-14
香港,治愈率,1.7857142857142858,2020-02-14
黑龙江,治愈率,12.0,2020-02-14
上海,治愈率,37.80487804878049,2020-02-15
云南,治愈率,0.0,2020-02-15
全国,治愈率,13.682491543217077,2020-02-15
内蒙古,治愈率,10.0,2020-02-15
北京,治愈率,27.63157894736842,2020-02-15
台湾,治愈率,11.11111111111111,2020-02-15
吉林,治愈率,31.46067415730337,2020-02-15
四川,治愈率,26.403326403326403,2020-02-15
天津,治愈率,30.327868852459016,2020-02-15
宁夏,治愈率,47.142857142857146,2020-02-15
安徽,治愈率,24.116424116424117,2020-02-15
山东,治愈率,30.540037243947857,2020-02-15
山西,治愈率,35.9375,2020-02-15
广东,治愈率,33.130699088145896,2020-02-15
广西,治愈率,19.40928270042194,2020-02-15
新疆,治愈率,15.492957746478874,2020-02-15
江苏,治愈率,30.79416531604538,2020-02-15
江西,治愈率,25.83783783783784,2020-02-15
河北,治愈率,33.333333333333336,2020-02-15
河南,治愈率,32.2502030869212,2020-02-15
浙江,治愈率,37.44644387317909,2020-02-15
海南,治愈率,24.074074074074073,2020-02-15
湖北,治愈率,9.996622162171771,2020-02-15
湖南,治愈率,42.82868525896414,2020-02-15
澳门,治愈率,30.0,2020-02-15
甘肃,治愈率,54.44444444444444,2020-02-15
福建,治愈率,26.829268292682926,2020-02-15
西藏,治愈率,100.0,2020-02-15
贵州,治愈率,25.694444444444443,2020-02-15
辽宁,治愈率,26.666666666666668,2020-02-15
重庆,治愈率,33.8235294117647,2020-02-15
陕西,治愈率,27.11864406779661,2020-02-15
青海,治愈率,72.22222222222223,2020-02-15
香港,治愈率,1.7857142857142858,2020-02-15
黑龙江,治愈率,15.730337078651685,2020-02-15
上海,治愈率,42.29607250755287,2020-02-16
云南,治愈率,24.56140350877193,2020-02-16
全国,治愈率,15.280058900152914,2020-02-16
内蒙古,治愈率,12.857142857142858,2020-02-16
北京,治愈率,29.921259842519685,2020-02-16
台湾,治愈率,10.0,2020-02-16
吉林,治愈率,33.70786516853933,2020-02-16
四川,治愈率,27.474747474747474,2020-02-16
天津,治愈率,36.29032258064516,2020-02-16
宁夏,治愈率,47.142857142857146,2020-02-16
安徽,治愈率,27.33812949640288,2020-02-16
山东,治愈率,32.34750462107209,2020-02-16
山西,治愈率,38.75968992248062,2020-02-16
广东,治愈率,35.779122541603634,2020-02-16
广西,治愈率,21.428571428571427,2020-02-16
新疆,治愈率,16.901408450704224,2020-02-16
江苏,治愈率,36.10223642172524,2020-02-16
江西,治愈率,29.56989247311828,2020-02-16
河北,治愈率,36.21262458471761,2020-02-16
河南,治愈率,35.313001605136435,2020-02-16
浙江,治愈率,40.13663535439795,2020-02-16
海南,治愈率,32.098765432098766,2020-02-16
湖北,治愈率,11.410745591420026,2020-02-16
湖南,治愈率,46.21513944223108,2020-02-16
澳门,治愈率,50.0,2020-02-16
甘肃,治愈率,60.0,2020-02-16
福建,治愈率,28.96551724137931,2020-02-16
西藏,治愈率,100.0,2020-02-16
